Sr No.,t_id,Code,parent_id,Word,Short Defination,Long Defination,reference
17,17,SAT-C.16,13,trividha-SArIrika-rogaH,three types of somatic disease,classification of somatic diseases on the basis of vitiation of sareerika doshas,
18,18,SAT-C.17,17,Agneya-rogaH,diseases caused by pitta,"�this term implies diseases caused by vitiation of pitta dosha such as amlapitta, raktapitta, kamala etc.",
19,19,SAT-C.18,17,saumya-rogaH,diseases caused by kapha,�this term implies diseases caused by vitiated kapha dosha in the body such as aruchi.,
20,20,SAT-C.19,17,vAyavya-rogaH,diseases caused by v?ta,"�this term implies diseases produced by vitiated vata dosha in the body such as sandhivata, gridhrasi, pakshaghata etc",
21,21,SAT-C.20,13,trividharogaH,three fold disease classification,�three fold classification of diseases by acharya susruta on the basis of etiology.,
22,22,SAT-C.21,21,AdhyAtmika-rogaH,psychosomatic diseases,"�this term signifies diseases produced as a result of affliction of psyche and body, all psychosomatic diseases are included in this categorisation.",
23,23,SAT-C.22,22,AdibalapravRutta-rogaH,hereditary anomalies,�diseases caused due to morbidity of sperm and ovum and all hereditary diseases are classified under this.,
24,24,SAT-C.23,22,mAtRujarogaH,hereditary anomalies by maternal origin,hereditary anomalies inherited through maternal genetic defects due to morbidity in ovum,
25,25,SAT-C.24,22,pitRujarogaH,hereditary anomalies by paternal origin,�hereditary anomalies inherited through paternal genetic defects due to morbidity in sperm,
26,26,SAT-C.25,22,janmabalapravRutta-rogaH,congenital anomalies,�diseases that occur at the time of birth due to improper dietetics and life style practices followed by mother during conception and various stages of foetal development.,
27,27,SAT-C.26,22,rasakRutarogaH,diseases due to dietary indiscretions,�congenital disorders that occur in infant due to dietary indiscretions of the mother practiced during conception and pregnancy.,
28,28,SAT-C.27,22,dauhRudApacArakRuta-rogaH,diseases due to non-fulfilment of special cravings of the mother,�the congenital or other diseases that occur in the infant due to non-fulfillment of mothers cravings during pregnancy.,
29,29,SAT-C.28,22,doShabalapravRuttarogaH,diseases caused by vitiated do?ha,"diseases that manifest in the body due to vitiation of body humors such as jwara, raktapitta etc.",
30,30,SAT-C.29,22,AmASayasamuttha-rogaH,diseases of gastric origin,"�diseases which have their origin in the gastro-duodenal tract such as amlapitta(hyperacidity), chardi(vomiting ).",
31,31,SAT-C.30,22,pakvASayasamuttha-rogaH,diseases of intestinal  origin,"�diseases  which have their origin in the large intestinal tract such as arsas(piles), udavartha(constipation) etc",
32,32,SAT-C.31,21,AdhiBautikarogaH,traumatic (exogenous) diseases,"�diseases caused in the body due to exogenous or traumatic causes such as injury from accidents, fall or from animal bite or poisons.",
33,33,SAT-C.32,32,saMGAtabalapravRutta-rogaH,traumatic  diseases,"�diseases caused by trauma such as accidents, falls etc.",
34,34,SAT-C.33,32,SastrakRutarogaH,diseases caused by sharp instruments,"�diseases caused by weapons or instruments such as swords, surgical instruments, stones, wood etc.",
35,35,SAT-C.34,32,vyAlakRutarogaH,diseases caused by wild animals,"the diseases which are produced due to attack and bite of tame and wild animals and include attacks by animals and injuries caused by their nails, horns and bites, snake poison, bee sting etc.",
36,36,SAT-C.35,21,AdhidaivikarogaH,natural diseases,"�diseases that arise out of disturbances in nature such as natural calamities, seasonal or climatic variations or due to tempestuous divine interventions such as floods, epidemics, draught etc.",
37,37,SAT-C.36,36,kAlabalapravRutta-rogaH,seasonal diseases,"�diseases that are manifested in the body due to abnormal variations in the climate such as due to excessive rain, excessive heat, excessive cold and include conditions such as heatstroke, frost bite etc.",
38,38,SAT-C.37,36,vyApannartukRutarogaH,diseases caused by abnormality of the season,"�diseases that manifest in the body due to unexpected variation in the character of seasons such as excessive rain during rainy season, excessive snowfall during winter etc.",
39,39,SAT-C.38,36,avyApannartukRuta-rogaH,diseases which are not caused by abnormality of the season,�the diseases that are caused due to vitiation of body humors that are consistent with that of a normal season and manifests mainly because of non-adaptation of suitable dietetics and regimen prescribed for that season.,
40,40,SAT-C.39,36,daivabalapravRuttarogaH,diseases caused by supernatural agencies,"�diseases that are believed to be caused by divine or supernatural causes without any other apparent cause and includes diseases caused by destruction by natural calamities such as floods, cyclones etc.",
41,41,SAT-C.40,36,vidyudaSanikRuta-rogaH,diseases caused by lightning and thunder,"diseases caused by natural disasters such as thunder, lightning, asteroids and fall of comets on earth surface",
42,42,SAT-C.41,36,piSAcAdikRuta-rogaH,diseases caused by evil spirits,�diseases caused by ominous evil forces such as spirits etc are included in this.,
43,43,SAT-C.42,13,saMsargajarogaH,infectious diseases,"�diseases that are caused and transmitted in individuals by close contact or by being in proximity with individuals affected with some diseases such as kushta( leprosy), netrabhisyanda( conjunctivitis) etc",
44,44,SAT-C.43,13,AkasmikarogaH,idiopathic diseases,�the diseases which manifest suddenly in the body without any apparent cause.,
45,45,SAT-C.44,13,svaBAvabalapravRutta-rogaH,natural diseases (physiological diseases),"a variety of diseases, brought about by natural progression of bodily processes such as hunger, thirst, sleep, old age etc.",
46,46,SAT-C.45,13,kAlajarogaH,timely occurring natural diseases,"�the diseases that manifest in the body naturally due to the effect of time and physiological progression such as ageing, wrinkling, greying of hair etc.",
47,47,SAT-C.46,13,akAlajarogaH,untimely occurring natural diseases,"�the conditions that manifest prior to their natural time of occurrence in the body due to improper dietetics, erratic lifestyles etc such as premature greying and wrinkling etc.",
48,48,SAT-C.47,13,vyAdhi-sAdhyAsAdhyatvam,disease classification according to prognosis,"�the classification of diseases based on their prognosis such as good prognosis(sadhya), incurable(asadhya), curable with difficulty( krichrasadhya) and palliative (yapya)",
49,49,SAT-C.48,48,sAdhyarogaH,curable diseases,"diseases having good prognosis such as chardi (vomiting), mandagni ( depleted digestive fire).",
50,50,SAT-C.49,49,suKasAdhya-rogaH,easily curable diseases,"easily curable diseases, having less causative factors, less amount of vitiation of do?a and manifested in comparatively less deteriorated body tissues.",
51,51,SAT-C.50,49,kRucCrasAdhya-rogaH,disease curable with difficulty,"�the diseases that are curable with difficulty owing to various factors such as multiplicity of etiological factors, depleted strength of individual, diseases involving multiple tissue; including diseases such as piles caused by involvement of two body humors.",
52,52,SAT-C.51,48,asAdhyarogaH,incurable disease,"�the diseases which are incurable owing to involvement of all body humors, multiple tissues and tracts and presenting with arishta lakshana(signs that are markers of impending death) and includes diseases such as urdhwaswasa(severe respiratory disease), hemorrhagic diathesis due to all humors etc",
53,53,SAT-C.52,52,yApyarogaH,incurable but manageable disease,"�the diseases which by nature are not completely curable , but only palliable with suitable medicines and dietetics such as prameha(obstinate urinary disease), tamaka swasa(bronchial asthma ) etc.",
54,54,SAT-C.53,52,pratyAKyeya-rogaH,absolutely incurable disease,"�the diseases which could not be managed at all even with excellence of medicine, physicians, health etc.",
55,55,SAT-C.54,13,sAmAnyajavikAraH,common diseases,diseases caused due more than one vitiated dosha,
56,56,SAT-C.55,2,rogaviniScayaH/ vyAdhiviniScayaH,definitive diagnosis,definite diagnosis of a disease,
57,57,SAT-C.56,56,rogaparIkShA,examination of diseases,examination / investigation of the disease; it is carried out with the help of pa�calakshananidana,
58,58,SAT-C.57,56,nidAnapa~jcakaH,five diagnostic principles,"�the fivefold factors that help in understanding and diagnosis of a disease, including etiology(nidana), purvarupa(prodromal symptoms), rupa(signs and symptoms of the disease), samprapthi(pathogenesis) and upasaya(understanding of aggravating and relieving factors)",
59,59,SAT-C.58,58,vyAdhijanaka-nidAnam,aetiology,�the factors that directly or indirectly act as aetiology of a disease.,
60,60,SAT-C.59,59,nidAnaparyAyaH,synonym of aetiology,,
61,61,SAT-C.60,60,hetuH,causative factors,the term literally means causative factors of the disease. ayurveda gives immense importance to understanding the cause of the disease and mentions evading the cause as prime and important measure in preventing or curing a disease. they are classified into different categories.,
62,62,SAT-C.61,60,nimittam,causative factors,�synonym of nidana which literally means sakuna(omen or prognostic).,
63,63,SAT-C.62,60,Ayatanam,causative factors,�synonym of nidana which means cause of disease.ayatana also means the site which provide shelter .,
64,64,SAT-C.63,60,kartAH,causative factors,synonym of nidana which literally means the perpetrator;�that which act as cause of disease,
65,65,SAT-C.64,60,kAraNam,causative factors,the word implies primal cause,
66,66,SAT-C.65,60,pratyayam,causative factors,synonym of nidana meaning cause; used in terms of faith also,
67,67,SAT-C.66,60,samutthAnam,causative factors,literal meaning of the word implies origin/progress of a disease which would point to its aetiology,
68,68,SAT-C.67,58,dvividhahetuH,two types of aetiological factors,the two fold type of aetiological factors that is based on the nature of etiology  as those which directly cause disease and those which act as additional cause in manifestation of disease,
69,69,SAT-C.68,68,utpAdakahetuH,originating causes of disease,etiological factors that act as direct cause for the initiation of a disease by favouring accumulation of respective doshas,
70,70,SAT-C.69,58,vya~jjakahetuH,agrevating causes of disease,etiological cause that sustains the aggravation and stimulates progression of a disease,
71,71,SAT-C.70,58,bAhyahetuH,extrinsic cause,"external causes that include vitiation of dosha through alterations in food, behavioral aspects and time",
72,72,SAT-C.71,58,AByantarahetuH,intrinsic cause,"internal factors like do?a, dushya that exist inside the body which act as the ultimate cause in disease manifestation, when deviated from normal stage of equilibrium",
73,73,SAT-C.72,58,SArIrikahetuH,somatic cause,causes leading to disturbances in the anatomy and physiology of the body,
74,74,SAT-C.73,58,mAnasikahetuH,psychological cause,causes leading to disturbances in the functions of mind,
75,75,SAT-C.74,58,trividhahetuH,three types of aetiological factors,"classification of etiology into three types including asatmyendriyartha samyoga (improper use of sense organs), prajnaparadha(intellectual blasphemy) and parinama (transformation attributed to time)",
76,76,SAT-C.75,75,asAtmyendriyArtha- saMyogaH,improper use of sensory organs,"misuse of the senses in wrongful manner, in excess or in less than normal way; included as one of the three prime causes of a disease",
77,77,SAT-C.76,75,praj~jAparAdhaH,intellectual blasphemy; knowingly opting the wrong things may be dietetic or behavioural,"included as one of the three prime causes of a disease; the misuse of a person's intellect in identifying the wholesome / beneficial thing, any act done bereft of intelligence, perseverance and mindfulness. such an act aggravates all the three do?a thus should be avoided by a wise person",
78,78,SAT-C.77,75,pariNAmaH,seasonal variation as a cause of disease,the negative impact of the season; included as one of the three prime causes of a disease,
79,79,SAT-C.78,58,doShahetuH,vitiated do?ha as a cause of disease,the seasonal variations causing natural accumulation and aggravation of the do?a,
80,80,SAT-C.79,79,prAkRutadoShaH,normal physiological state of do?ha,the normal physiological state of dosa which brings about state of equilibrium and health in body,
81,81,SAT-C.80,79,vaikRutadoShaH,deviation of do?ha from its normal state,"the deviation of dosa from normal physiological state of equilibrium with derangement of functional, qualitative or quantitative aspects of dosa which is the basis for disease",
82,82,SAT-C.81,79,anubandhyaH,primary or independent,independent disease having its own set of symptoms and classical line of therapy,
83,83,SAT-C.82,79,anubandhaH,secondary or dependent,any disease which does not have an independent existence or line of treatment,
84,84,SAT-C.83,2,prakRuti,normalcy,"state of normalcy in any aspect without any deviation or derangement from normal state, function or quality",
85,85,SAT-C.84,2,vikRutaH/vikRuti,abnormal,"not normal; differing in any way from the usual state, structure or condition",
86,86,SAT-C.85,2,ASayApakarShaH,phenomenon of propulsion of normal dosha to another site to produce its symptoms,specific term which represents a pathological phenomenon when vitiated vata dosa forcefully shifts another dosha from its normal site to another and produces symptoms,
87,87,SAT-C.86,2,doShagatiH,the physiological and pathological movement of do?a within the body,the movement of doshas within the body(apart from physiological movement) is a pathogenic mechanism which results in manifestation of disease in different tracts,
88,88,SAT-C.87,87,sa~jcArasthAnam,way of the movement of do?a,the term signifies spread of the vitiated dosha,
89,89,SAT-C.88,87,SAKAgatiH,movements of do?a from viscera to tissues,"movements of do?a towards tissues (shakha), either physiological or pathological; manifestation of diseases occur when the vitiated dosas gets dislodged in sakha",
90,90,SAT-C.89,87,madhyamagatiH,"movements of do?a towards vital parts, head and junctures and junctions of the body","movements of do?a towards vital parts, head and junctures and junctions of the body",
91,91,SAT-C.90,58,sAmadoShaH,do?a associated with ?ma,"dosa when associated with ama undergoes qualitative and functional alteration and become capable of producing diseases. ?ma: The term is used as a technical word for anything that exists in a state of incomplete transformation. It is mentioned in various contexts like a) In particular, it can refer to a toxic by product generated due to improper or incomplete digestion. b) Toxins that were produced at any stage of metabolism and that are circulating through the channels are also sometimes. c) The first stage of any disease is also frequently. d) Any substance which is present in its abnormal state and is unwanted in the body. It represents, in a gross sense, mere indigestion which begins in the stomach, to, in a finer sense, even a faulty enzymatic pathway that prevents or hampers a metabolic cycle or chain. It is a very important factor playing a pivotal role in the genesis of any disease. It is also important in determining the prognosis, drug selection and all other stages of therapy.",
92,92,SAT-C.91,58,nirAmadoShaH,do?a not associated with ?ma,"when ama associated with any dosha undergoes depletion, the resultant dosha is termed as nirama, which is still in vitiated state and has not returned to normalcy",
93,93,SAT-C.92,58,doShahetuH,causes which aggravate do?a,causes which aggravate do?a irrespective of the disease,
94,94,SAT-C.93,58,vyAdhihetuH,disease specific causes,factors that cause a disease irrespective of the do?a involved in it,
95,95,SAT-C.94,58,uBayahetuH,causes which aggravate do?a as well as disease specific causes,factors which not only aggravate particular dosha but also cause for a particular disease; causes affecting both mind and body,
96,96,SAT-C.95,58,caturvidhahetuH,four types of aetiological factors,the classification of hetu as four types based on its capability in producing disease,
97,97,SAT-C.96,96,sannikRuShTahetuH,direct cause,the potent cause which can directly cause a disease i.e. ruksha diet is the sannikrishta nidan for vatika type of  jwara,
98,98,SAT-C.97,96,viprakRuShTahetuH,indirect cause,distant causative factors which are comparatively less influential in causing a disease i.e. rudra kopa (wrath of god rudra) is said as viprakrushta hetu for jwara,
99,99,SAT-C.98,96,vyaBicArIhetuH,weak cause of the disease,non - dominant causative factor; thus cannot independently cause a disease and may produce when suitable situation arises in body,
100,100,SAT-C.99,96,prAdhAnikahetuH,more powerful and prime cause,dominant causative factors which play dominant role in causing a disease; such factors produce instantaneous dosha dushti and are very potent in causation of disease e.g. poison,
101,101,SAT-C.100,56,pUrvarUpam,prodromes,it is the premonitory symptom by learning about which one can avoid the manifestation of the disease; depending on their nature they are classified into two types,
102,102,SAT-C.101,101,pUrvarUpa-BedaH,classification of prodromes,"classification of prodromal symptoms on the basis of their general and specific nature, which points to any disease or  any particular disease",
103,103,SAT-C.102,102,viSeShapUrvarUpam,disease specific prodromes,they signify two meanings a) specific symptom pertaining to particular dosha. b) those premonitory symptoms which convert into signs and symptoms of a particular condition.,
104,104,SAT-C.103,102,sAmAnyapUrvarUpam,general prodromes,they signify two meanings a) general premonitory symptoms b) those premonitory symptoms which does not convert into signs and symptoms.,
105,105,SAT-C.104,56,li~gagaH,symptoms,"any morbid phenomenon or departure from the normal in structure, function, or sensation, experienced by either the patient or physician and indicative of disease syn: li~gaga",
106,106,SAT-C.105,105,li~gaga-paryAyaH,synonyms of symptoms,"various synonyms of linga such as lakshana,  chihna, akrti etc",
107,107,SAT-C.106,105,AkRutiH,�form,synonyms of li?ga; denotes the symptoms that is manifested in a disease.,
108,108,SAT-C.107,105,lakShaNam,symptoms/ characteristics,"synonyms of li?ga; any morbid phenomenon or departure from the normal in structure, function, or sensation, understood by physician which is indicative of disease.",
109,109,SAT-C.108,105,cihnam,sign,synonyms of li?ga;�signs which points toward any disease such as krichraswasanam (difficulty breathing) pointing towards swasa roga ( respiratory disease),
110,110,SAT-C.109,105,saMsthAnam,place of manifestation/ shape,synonyms of li?ga; literal meaning denotes the type of manifestation in the body,
111,111,SAT-C.110,105,vya~jjanam,symptom,synonyms of li?ga;�this term denotes the manifestations of disease,
112,112,SAT-C.111,105,rUpam,sign,"synonyms of li?ga; any morbid phenomenon or departure from the normal in structure, function, or sensation, understood by physician which is indicative of disease.",
113,113,SAT-C.112,105,hRutadoSha-lakShaNam,symptoms seen in the body after the complete expulsion of the impaired do?a,�the symptoms and signs that points to a normal state after the expulsion of vitiated doshas.,
114,114,SAT-C.113,56,upaSayaH,favourable treatment and intervantion,the signs and symptoms of improvement signifying relief / alleviation of the disease.,
115,115,SAT-C.114,114,upaSaya-BedaH,types of assuagement,�classification of assuagement on the basis of their nature,
116,116,SAT-C.115,115,hetuviparItaH,"drug ,food, behaviour aspects that are antagonistic to causative factors of disease","�judicious use of medicines, regimen and dietetics that is antagonistic to the etiology of disease",
117,117,SAT-C.116,115,vyAdhiviparItaH,"drug ,food, behaviour aspects that are antagonistic to disease","�judicious use of medicines, regimen and dietetics that is antagonistic to the nature of disease itself.",
118,118,SAT-C.117,115,hetu-vyAdhi- viparItaH,"drug ,food, behaviour aspects that are antagonistic to  both causative factors of disease and disease itself","�judicious use of medicines, regimen and dietetics that are antagonistic to both the etiology and disease itself.",
119,119,SAT-C.118,115,viparItArthakAriH,"drug ,food, behaviour aspects that are similar",,
120,120,SAT-C.119,115,hetuviparItArthakAriH,"drug , food, behaviour aspects are similar to causative factors of disease","�judicious use of medicines, regimen and dietetics that is similar to the etiology, but capable of producing assuagement",
121,121,SAT-C.120,115,vyAdhi- viparItArthakAriH,"drug ,food, behaviour aspects that are similar to disease",,
122,122,SAT-C.121,115,hetu-vyAdhi viparItArthakAriH,"drug ,food, behaviour aspects that are similar to  both causative factors of disease and disease itself","�judicious use of medicines, regimen and dietetics that is similar to both the etiology and disease, but capable of producing assuagement.",
123,123,SAT-C.122,56,anupaSayaH,unfavourable treatment and intervantion,intervention of the diet and medicine which is neither good for health nor for diseases. and it is one of the tools of the diagnosis where the diseases cannot be diagnosed by referring merely its clinical features.,
124,124,SAT-C.123,56,samprAptiH,pathogenesis,the term signifies the mechanism starting from vitiation of do?a till the origin and complete manifestation / development of the disease. further pathogenesis is classified into six types.,
125,125,SAT-C.124,124,samprAptiparyAyaH,synonyms of pathogenesis,,
126,126,SAT-C.125,126,jAtiH,synonym of pathogenesis,denotes the synonym of pathogenesis,
127,127,SAT-C.126,126,AgatiH,synonym of pathogenesis,�denotes the synonym of pathogenesis,
128,128,SAT-C.127,124,samprAptiBedaH,classification of pathogenesis,,
129,129,SAT-C.128,128,sa~gKyA-samprAptiH,stage wise pathogenesis,classification of the pathogenesis according to enumeration.,
130,130,SAT-C.129,128,prAdhAnya-samprAptiH,main pathogenesis,classification of the pathogenesis according to primary or secondary ailment,
131,131,SAT-C.130,128,vidhi-samprAptiH,variety specific pathogenesis,"classification of the pathogenesis according to the categorization based on various aspects such as based on prognosis a disease can be classified as saadhya (easily curable), aasadhya( incurable), krichsaadhya(difficult to cure) etc.",
132,132,SAT-C.131,128,vikalpa-samprAptiH,variation specific pathogenesis,classification of the pathogenesis according to the predominance of one or other fraction of the three doshas,
133,133,SAT-C.132,128,bala-samprAptiH,intensity specific pathogenesis,classification of the pathogenesis according to strength of the disease,
134,134,SAT-C.133,128,kAla-samprAptiH,time specific pathogenesis,classification of the pathogenesis according to time of occurrence or aggravation of the disease,
135,135,SAT-C.134,56,upadravaH,complications,"the diseases that develop subsequent to a disease or during the course of the main disease that is being treated, and is dependent upon the main disease for its origination, nature and the strength. it is called secondary in the sense that its onset follows the presence of the primary disease",
136,136,SAT-C.135,135,vyApad,complication,complications caused during therapeutic procedures like  panchakrma (eg. basti vyapada),
137,137,SAT-C.136,135,AturanimittajaH,complications due to patient,complications that arise during treatment due to non- obedience from the side of the patient,
138,138,SAT-C.137,135,BiShak-nimittajaH,iatrogenic complications,complications that arise by the false application of medical or surgical procedures,
139,139,SAT-C.138,135,BeShaja-nimittajaH,complications due to drug,"complications which arise as a result of improper usage of drugs, usage of poor standard drugs etc.",
140,140,SAT-C.139,56,ariShTalakShaNam,fatal signs of disease,fatal sign and symptoms which arises in patients denoting poor prognosis or death,
141,141,SAT-C.140,56,rogAvasthA,stage of disease,the term signifies different stages of diseases.,
142,142,SAT-C.141,141,pakvAvasthA,ripened stage of do?a in a disease,the transforming phase of a disease-course or vrana denoting post- inflammatory condition /suppurative condition of a disease or vrana.,
143,143,SAT-C.142,141,pacyamAnAvasthA,transforming stage of desease,the transforming phase of a disease-course or vrana denoting the inflammatory condition.,
144,144,SAT-C.143,141,nirAmAvasthA,devoid of ?ma,state when the ama state is converted by either the effect of time or therapeutic measures,
145,145,SAT-C.144,56,kriyAkAlaH,stages of disease manifestation and its management,six chief stages in the management of diseases/ step wise description of a disease's pathogenesis.,
146,146,SAT-C.145,145,sa~jcayaH,accumulative stage,it is the first stage of kriyakala. the stage of accumulation of doshas in their own place (swasthana),
147,147,SAT-C.146,145,prakopaH,provocative stage,it is the second stage of kriyakala. the stage of provocation or aggravation of the doshas.,
148,148,SAT-C.147,145,prasaraH,migration stage,it is the third stage of kriyakala. prasara means leave & spread and thus it is the stage of migration of vitiated doshas from their usual places to different places.,
149,149,SAT-C.148,145,sthAnasaMSrayaH,stage of localization,"it is the fourth stage of kriyakala. the term literally means taking shelter in a place. it is the stage of disease augmentation wherein the vitiated doshas lodges into other body parts consisting of khavaigunya(vacant space) and causes functional, structural or both deformities.",
150,150,SAT-C.149,145,vyaktiH,manifestation stage,it is the fifth stage of kriyakala. the stage of symptom manifestation of the disease.,
151,151,SAT-C.150,145,BedaH,stage of complication,"it is the sixth stage of kriyakala, the stage of complications and here the symptoms can be differentiated on the basis of doshas.",
152,152,SAT-C.151,56,rogIparIkShA,examination of patient,examination of patient,
153,153,SAT-C.152,152,trividhaparIkShA,three folds examination of patient,"examination of patient done by darshan(observation), sparshan(palpation) and prashna (interrogation).",
154,154,SAT-C.153,152,ShaDvidha-parIkShA,six folds examination of patient,examination of patient done by five senses and interrogation.,
155,155,SAT-C.154,152,aShTasthAna-parIkShA,eight folds examination of patient,"eight folds examination of patient as : 1. examination of pulse (nadi)2. examination of urine (mootra) 3. examination of the excreta (mala) 4 . examination of tongue (jihwa) 5. examination of voice, sounds produced from body like percussion etc. (shabda) 6. tactile examination (sparsha) 7. examination of eyes and eyesight  (driga) 8. examination of the body stature (akruti)",
156,156,SAT-C.155,152,daSavidha-parIkShA,ten fold examination of patient,ten folds of examination considering below mentioned criteria: 1. physical constitution (prakruti) 2. morbidity (vikruti) 3. excellence of dushya or tissue elements (sara). 4. compactness or tissues or organs (samhanana) 5. measurement of body constituents (pramana)  6. homologation (saatmya). 7. psycic condition (satwa) 8. power of intake and digestion of food (aaharshakti) 9. power of performing exercise (vyayam shakti) 10. age (vayah),
157,157,SAT-C.156,2,vyAdhikShamatvam,immunity,"resisting power of the body, which reacts to arrest the progress, occurrence, and reoccurrence of diseases",
158,158,SAT-C.157,2,vyAdhi balavirodhitatvam,direct resistance to disease,"natural, non-specific type of immunity which defends the body in the first occurrence of any disease.",
159,159,SAT-C.158,2,vyAdhyudpAdapratibandhakatvam,resistance to manifestation of disease,body's defence mechanism which checks the occurrence or reoccurrence of diseases.,
160,160,SAT-C.159,56,srotorodhaH,obstructive pathology occurring in channels,complete or partial obstruction in the body channels leading their malfunctioning.,
161,161,SAT-C.160,160,srotovaiguNyam,deformity in the body channels,the term physiological or structural signifies deformity in the body channels leading to manifestation of the diseases.,
162,162,SAT-C.161,160,srotoduShTi-hetuH,causes of  deformity in the body channels,the term signifies the etiological factors for the deformity in the body channels,
163,163,SAT-C.162,160,srotoduShTiprakAraH,types deformity in body channels,types of the deformity in the body channels,
164,164,SAT-C.163,163,atipravRuttiH,increase or over flow of the contents in the body channels,increase or over flow of the contents in the body channels,
165,165,SAT-C.164,163,sa~ggaH,obstruction due to contraction of lumen,obstruction in the pathway of body channels which restricts the movements and may also forms a collateral way sometimes,
166,166,SAT-C.165,163,vimArgagamanam,diversion to the flow of the contents to the improper channels,diversion to the flow of the contents to the improper channels,
167,167,SAT-C.166,56,sirAgranthiH,occurrence of nodular growth in the body channels,occurrence of nodular growth in the lumen of body channels,
168,168,SAT-C.167,56,sannipAtaH,conglomeration,"literally, it signifies parts or items that are grouped together. generally the term is used to state the involvement of all the three <em>doshas</em>, in the pathogenesis of diseases.",
169,169,SAT-C.168,56,rogAnIkaH,comorbidity,the simultaneous appearance of two or more illnesses.,
170,170,SAT-C.169,56,rogAdhiShThAnam,place of manifestation of diseases,"the term literally means abode , place where diseases take shelter and from where manifestation of disease occurs.",
171,171,SAT-C.170,56,rogAnutpAdanIyam,measures for prevention of disease,syn: anagata badhapratishedha. ref.code: 1.36.0,
172,172,SAT-C.171,56,lInadoShAvasthA,concealed and opportunistic do?a,the abnormal state of the vitiated do?a where in they become concealed in the body channels and remain opportunistic to cause abnormality in the body in presence of a favourable condition.,
173,173,SAT-C.172,56,sthAnAntaragata- doShaH,movement of dosha from its usual place,syn: agantu doshah ref.code: 1.137.0 dosha when moves to other place and shows disease manifestation there.,
174,174,SAT-C.173,56,sthAnika-doShaH,dosha residing at its usual place,"the term literally means inhabitant dosha, that is  dosha residing at its own place.",
175,175,SAT-C.174,56,prakRutisamasamaveta-sannipAtajarogaH,the disease in which symptoms manifest in accordance to dosa involved,"a disease caused due to sannipaata, in which dosha dominance can be understood on the  basis of symptoms",
176,176,SAT-C.175,56,vikRutiviShama-samaveta-sannipAtajarogaH,the disease in which symptoms other than that of  dosa involved also manifested,"a disease caused due to sannipaata, in which dosha dominance cannot be understood on the  basis of symptoms"
