Sr No.,t_id,Code,parent_id,Word,Short Defination,Long Defination,reference
45,45,SAT-I.44,4,stamBanam/stamBana-karma,styptic therapy,one among the ?a?vidhopakram??; procedure or action of drug causing arrest of secretion or control of bleeding,
46,46,SAT-I.45,4,la~gGanam,depleting therapy,one among the ?a?vidhopakram??; procedure that induces lightness in the body,
47,47,SAT-I.46,4,dIpanam,enhancing metabolic fire,process by which the metabolic fire is enhanced,
48,48,SAT-I.47,4,pAcanam,enhancing digestion,"process by which the undigested food, do?a etc are digested",
49,49,SAT-I.48,4,kShudhA,hunger - treatment,process of keeping the person hungry as a therapeutic measure,
50,50,SAT-I.49,4,tRuShNA,thirst - treatment,process of keeping the person thirsty as a therapeutic measure,
51,51,SAT-I.50,4,mArutaH,exposure to wind,process of exposing the person to wind as a therapeutic measure,
52,52,SAT-I.51,4,AtapaH,exposure to sunlight,process of exposing the person to sunlight as a therapeutic measure,
53,53,SAT-I.52,4,vyAyAmaH,exercise as treatment,process of making the person to exercise as a therapeutic measure,
54,54,SAT-I.53,4,rUkShaNam,dryness inducing therapies,one among the ?a?vidhopakram??; procedure that induces dryness,
55,55,SAT-I.54,4,svedanam,sudation therapy,one among the ?a?vidhopakram??; procedure adopted to induce sweating,
56,56,SAT-I.55,33,lepaH,anointment,external application of medicines in the form of a paste,
57,57,SAT-I.56,56,pralepaH,thin anointment,"a type of�lepa�(anointment) which is cold in quality, loose in texture and thus dries up faster",
58,58,SAT-I.57,56,pradehaH,thick anointment,a type of�lepa (anointment) which is hot in quality,
59,59,SAT-I.58,56,AlepaH,anointment with moderate thickness,a type of�lepa (anointment) which is  moderate in thickness,
60,60,SAT-I.59,56,doShaGna-lepaH,anointment which alleviates�do?a,one among the three types of�lepa which alleviates�do?a,
61,61,SAT-I.60,56,viShaGna-lepaH,anti-poisonous anointment,one among the three types of�lepa which has anti - poisonous effect,
62,62,SAT-I.61,56,varNya-lepaH,anointment which promotes complexion,one among the three types of�lepa which promotes complexion,
63,63,SAT-I.62,4,doShAvasecanam,procedure to eliminate morbid�do?a�from body,synonym of�?odhana-chikitsa,
64,64,SAT-I.63,4,ASukAri-cikitsA,fast acting treatment,treatment which acts quickly such as agnikarma,
65,65,SAT-I.64,4,apakarShaNam,removal of cause of disease,removal of the do?a or other harmful substances,
66,66,SAT-I.65,4,prakRutiviGAtaH,counteracting the cause of disease,creating conditions hostile to the cause of disease,
67,67,SAT-I.66,4,nidAna-parivarjanam,avoidance of etiological factors,necessary prerequisite for cure and prevention of recurrence of disease,
68,68,SAT-I.67,4,hetuviparItacikitsA,cause antagonistic treatment,one among the three fold classification of treatment which is antagonistic to cause,
69,69,SAT-I.68,4,vyAdhiviparItacikitsA,disease antagonistic treatment,one among the three fold classification of treatment which is antagonistic to disease,
70,70,SAT-I.69,4,uBayArthakAricikitsA,cause and disease antagonistic treatment,one among the three fold classification of treatment based on whether it is antagonist to both cause and disease,
71,71,SAT-I.70,4,dravyaBUtacikitsA,treatment using substances having physical form,"treatment using substances having physical form such as herbs, minerals, etc. (opposite of�adravyabh?tacikits?)",
72,72,SAT-I.71,4,adravyaBUtacikitsA,treatment using formless substances,"treatment without using substances having physical form such as upav?sa (fasting), mantra (incantations) etc. (opposite of�dravyabh?tacikits?)",
73,73,SAT-I.72,4,doShopakramaH,therapeutic measure antagonistic to�do?a,therapeutic measures or set of therapies which are having characteristics or properties antagonistic to particular do?a,
74,74,SAT-I.73,4,kAlapratIkShA,waiting for appropriate treatment time,understanding the stage of the disease condition and waiting for appropriate time for treatment e.g. incision of an abscess only after it attains suppuration,
75,75,SAT-I.74,4,saMj~jA-prabodhanam,regaining consciousness,measures to bring back from the state of unconsciousness,
76,76,SAT-I.75,4,naiShThikI-cikitsA,absolute treatment,"the word�nai??hik?cikits?�is combination of two words� ni??h?� (definitive) and�cikits? (treatment), thus nai??hik?cikits? means  definitive treatment or a permanent remedy to disease",
77,77,SAT-I.76,4,saMSodhana-karma,major purification therapy/ bio-cleansing therapy/ detoxification therapy,treatment modality based on the principle of removal of vitiated do?a (synonym of shodhanakarma),
78,78,SAT-I.77,77,pa~jcakarma,five internal bio-cleansing therapies,"five fold therapeutic procedures; it includes the five therapeutic procedures of emesis, purgation, decoction enema, unctuous enema and errhine therapy",
79,79,SAT-I.78,78,saMSodhanArhaH,person fit for cleansing procedures,person who has no contra-indications for and hence is fit for undergoing bio-cleansing therapy,
80,80,SAT-I.79,78,pUrvakarma,preparatory procedures,"preparatory procedures done for proper administration of any major procedure such as pa�cakarma and ?astra karma; in case of pa�cakarma it comprises of d?pana, administration of snehana and svedana",
81,81,SAT-I.80,80,bAhyasnehaH,external oleation,lubrication of the body externally,
82,82,SAT-I.81,81,bahiHparimArjanam,external therapies,therapeutic procedures involving application of medicines externally,
83,83,SAT-I.82,81,aBya~ggaH,therapeutic massage,procedure to induce snehana done by external application of unctuous substance,
84,84,SAT-I.83,83,mUrdhatailam/ Sirastailam,oil application over head,"therapeutic procedure involving application of medicated oil over head, aimed to alleviating the diseases of head",
85,85,SAT-I.84,84,SiraHsekaH,therapeutic streaming over head,type of m?rdhatailam�in which the oil is made to fall in a fine stream over head (forehead) in a meticulous manner; pouring of oil over forehead is done either in pendulous movements or constant at one point,
86,86,SAT-I.85,84,SiraHpicuH,therapeutic procedure of placing tampon with oil over head region,type of�m?rdhatailam�in which a tampon prepared from either oil soaked cloth or cotton is kept over head,
87,87,SAT-I.86,84,SirobastiH,therapeutic retention of oil over head region,procedure involving holding of medicated oil over the head region for a specific duration,
88,88,SAT-I.87,84,Siro&Bya~ggaH,therapeutic oil massage to head,type of�m?rdhatailam�involving application of�abhya?ga�to head region,
89,89,SAT-I.88,83,kAyasekaH,therapeutic streaming over body,procedure in which oil or any medicated liquid is made to fall in a stream all over body,
90,90,SAT-I.89,83,tailadhArA,therapeutic oil-streaming over body,procedure in which oil �is made to fall in a stream (dh?ra) all over body,
91,91,SAT-I.90,82,takradhArA,therapeutic butter milk -streaming over body,procedure in which butter milk (takra) �is made to fall in a stream (dh?ra) all over body,
92,92,SAT-I.91,82,kaShAyadhArA,therapeutic medicated decoction-streaming over body,procedure in which medicated decoction (ka??ya) �is made to fall in a stream (dh?ra) all over body,
93,93,SAT-I.92,82,manyAbastiH,therapeutic retention of oil over cervical region,procedure involving holding of medicated oil over the cervical region for a specific duration,
94,94,SAT-I.93,82,hRud-bastiH,therapeutic retention of oil over cardiac region,procedure involving holding of medicated oil over the cardiac region for a specific duration,
95,95,SAT-I.94,82,pRuShThabastiH,therapeutic retention of oil over thoraco-lumbar region,procedure involving holding of medicated oil over the thoraco-lumbar region for a specific duration,
96,96,SAT-I.95,82,kaTibastiH,therapeutic retention of oil over lumbosacral region,procedure involving holding of medicated oil over the lumbo-sacral region for a specific duration,
97,97,SAT-I.96,82,jAnu-bastiH,therapeutic retention of oil over knee region,the procedure involving holding of medicated oil over the knee region for a specific duration,
98,98,SAT-I.97,82,saMvAhanam,soft massage,a procedure of massage with light pressure,
99,99,SAT-I.98,82,mardanam,massage with pressure,a procedure of therapeutic pressurised massage,
100,100,SAT-I.99,82,udvartanam,therapeutic powder massage,therapeutic massage using powders,
101,101,SAT-I.100,82,utsAdanam,therapeutic powder-oil mixture massage,procedure characterized by rubbing of mixture prepared out of coarse powder and oil (or other unctuous liquid substances),
102,102,SAT-I.101,82,udGarShaNam,therapeutic coarse powder massage,procedure characterized by rubbing of coarse powder on the body in the reverse direction of the body hairs,
103,103,SAT-I.102,82,unmardanam,manual massage in ascending direction,a type of therapeutic massage of the body parts wherein the gentle strokes are applied in the ascending direction by the palms of the masseur,
104,104,SAT-I.103,82,pAdAGAtaH,therapeutic pedal massage,therapeutic massage done using the feet using body weight as pressure,
105,105,SAT-I.104,78,AByantarasnehaH,internal oleation,"administration of appropriate dose of ghee, oil or any other unctuous substance internally for achieving oleation",
106,106,SAT-I.105,105,sadyasnehaH,quick oleation,unctuous substance administered internally which induces quick oleation,
107,107,SAT-I.106,105,acCasnehaH,administration of unctuous substance exclusively,therapeutic procedure of administration of unctuous substance in pure form per oral (without mixing with any medicine or food or any other route),
108,108,SAT-I.107,105,pravicAraNAsnehaH/ vicAraNAsnehaH,co-administration of unctuous substance in various forms,methods of inducing oleation by administering various unctuous substances along with food or medicine or from other par-enteral route,
109,109,SAT-I.108,80,svedanam,sudation therapy,therapeutic procedure for inducing diaphoresis,
110,110,SAT-I.109,109,agnisvedaH,sudation by direct or indirect contact with fire,sudation therapy which induce diaphoresis by mean of heat directly or indirectly from fire,
111,111,SAT-I.110,110,sa~gkarasvedaH,sudation by medicated bolus,type of agnisveda? in which sudation is done by external application of prewarmed medicine in the form of bolus with or without covering cloth,
112,112,SAT-I.111,110,prastarasvedaH,sudation by lying on bed,type of agnisveda? in which sudation is done by making the person lay down on bed with pre-warmed medicine spread over it,
113,113,SAT-I.112,110,nADIsvedaH,sudation using pipe like instrument,type of agnisveda? in which sudation is done by steam from a tube like instrument,
114,114,SAT-I.113,110,pariShekasvedaH,sudation by streaming of pre-warmed liquid,type of agnisveda? in which sudation is done by sprinkling of pre warmed liquid,
115,115,SAT-I.114,110,avagAhasvedaH,sudation by sitting in tub,type of agnisveda? in which sudation is done by sitting in a tub filled with pre warmed liquid,
116,116,SAT-I.115,110,jentAkasvedaH,sudation done in a particular chamber,type of agnisveda? in which sudation is done by making a person sit in specially designed chamber with heating arrangement inside it for desired period of time,
117,117,SAT-I.116,110,aSmaGanasvedaH,sudation on stone bed,type of agnisveda? in which sudation is done by making the person lay down on pre-warmed stone bed,
118,118,SAT-I.117,110,karShUsvedaH,sudation by a pit filled with ember of desired substances,a type of agni sveda? in which sudation is done by making the person lay down or sit over a bed placed above a pit filled with ember of desired substances,
119,119,SAT-I.118,110,kuTIsvedaH,sudation done in cottage,a type of agni sveda? in which sudation is done by making a person sit in specially designed cottage with source of heat placed outside the cottage,
120,120,SAT-I.119,110,BUsvedaH,sudation on warm earth surface,a type of agni sveda? in which sudation is done by making the person lay down on pre-warmed earth which is devoid of breeze,
121,121,SAT-I.120,110,kumBIsvedaH,sudation with buried pot filled with decoctions,a type of agni sveda? in which sudation is done by making the person lay down or sit over a bed placed above a buried pot filled with hot decoction or liquid,
122,122,SAT-I.121,110,kUpasvedaH,sudation from a well,a type of agni sveda? in which sudation is done by making the person lay down or sit over a bed placed above a shallow well containing ember of various substances filled in it,
123,123,SAT-I.122,110,holAkasvedaH,sudation induced by burning substances in a specially made pot,a type of agni sveda? in which sudation is done by making a person lay down or sit over a bed placed above specially designed pot which generate heat from for burning of dry substance like gomaya (cowdung),
124,124,SAT-I.123,110,piNDasvedaH,sudation by application of poultice,sudation with application of a bolus prepared with medicated substances,
125,125,SAT-I.124,110,upanAhasvedaH (sAgniH),sudation by application of medicated herbal paste or powders,sudation with application of paste which is pre-warmed as in sa?karasveda?,
126,126,SAT-I.125,109,niragnisvedaH,sudation without involving fire,sudation procedures which do not use any direct or indirect use of fire,
127,127,SAT-I.126,126,vyAyAmaH,sudation by exercise,type of niragnisveda? in which sudation is induced by exercise,
128,128,SAT-I.127,126,uShNasadanam,sudation by sitting in a warm room,type of niragnisveda? in which sudation is induced by sitting in a warm room,
129,129,SAT-I.128,126,guruprAvaraNam,sudation by wearing heavy clothes,type of niragnisveda? in which sudation is induced by warm heavy clothes,
130,130,SAT-I.129,126,kShudhA,sudation by hunger,type of niragnisveda? in which sudation is induced by keeping a person hungry,
131,131,SAT-I.130,126,bahupAnam,sudation by drinking of lot of alcohol,type of niragnisveda? in which sudation is induced by drinking of lot of alcohol,
132,132,SAT-I.131,126,BayaH,sudation by fear,type of niragnisveda? in which sudation is induced by frightening the person,
133,133,SAT-I.132,126,krodhaH,sudation by anger,type of niragnisveda? in which sudation is induced by making a person angry,
134,134,SAT-I.133,126,upanAhaH (niragniH),sudation by application of medicated herbal paste or powders,type of niragnisveda? in which sudation with application of paste to induce sudation by blocking body heat to escape,
135,135,SAT-I.134,126,AhavaH/yudhdaH,sudation by fighting,type of niragnisveda? in which sudation is induced by fight,
136,136,SAT-I.135,126,AtapaH,sudation by exposure to sun,type of niragnisveda? in which sudation is induced by exposing a person to sun,
137,137,SAT-I.136,126,tApasvedaH,sudation by contact of warm substance,procedure of inducing sudation by applying a warm substance on the surface,
138,138,SAT-I.137,126,dravasvedaH,sudation by warm liquid,procedure of inducing sudation by applying a warm liquid,
139,139,SAT-I.138,78,pradhAna-karma,main therapeutic procedures,main procedures; usually used in the context of�pa�cakarma� and�?astrakarma,
140,140,SAT-I.139,139,vamana-karma/ pracCardanam,therapeutic emesis,therapeutic process for controlled induction of vomiting along with a series of pre and post operative measures,
141,141,SAT-I.140,139,virecana-karma,therapeutic purgation,therapeutic process for controlled induction of purgation along with a series of pre and post operative measures,
142,142,SAT-I.141,139,basti-karma,therapeutic enema,therapeutic procedure of giving medication per rectum through specially designed basti? instrument,
143,143,SAT-I.142,142,anuvAsana-bastiH,therapeutic unctuous enema,a form of medicated unctuous enema; the dose of which is half of that of snehabasti?,
144,144,SAT-I.143,142,sneha-bastiH,therapeutic unctuous enema,medicated unctous enema usually given in quantity one fourth of that of decoction enema,
145,145,SAT-I.144,142,mAtrAbastiH,a form of unctuous enema,medicated enema given in such a dose which will show no complications even if retained or post therapy regimen are not followed,
146,146,SAT-I.145,142,AsthApana-bastiH/ nirUha-bastiH,therapeutic decoction enema,therapeutic procedure of giving medication with a mixture predominantly containing decoction by enema,
147,147,SAT-I.146,142,yApana-bastiH,enema which prolongs the life span,form of therapeutic enema which is used for maintenance of health to prolong life span,
148,148,SAT-I.147,142,yuktaratha-bastiH,enema which can be administered even during travelling,therapeutic enema that can be administered without major safety concerns and do not bind patients to take bed rest,
149,149,SAT-I.148,142,mAdhutailikabastiH,enema prepared from honey and oil,medicated enema constituting mainly of  honey and oil,
150,150,SAT-I.149,142,vaitaraNa-bastiH,special type of enema with revival property,"the term literally means revival, and the�basti�having such potency is called as�vaitara?a-basti?",
151,151,SAT-I.150,142,picCA/picCila-bastiH,slimy enema,basti�having slimy / unctous consistency is called as�picch?basti,
152,152,SAT-I.151,142,siddha-bastiH,"enema, which improves strength, complexion and growth",the special medicated enema which cure certain diseases and provide longevity,
153,153,SAT-I.152,142,karma-bastiH,course of thirty therapeutic enema,form of therapeutic enema wherein a course of thirty enema which includes eighteen anuv?sana-basti and twelve nir?ha- basti are administered in a particular sequence,
154,154,SAT-I.153,142,kAla-bastiH,course of sixteen therapeutic enema,form of therapeutic enema wherein a course of sixteen enema which includes ten anuv?sana-basti and six nir?ha- basti are administered in a particular sequence,
155,155,SAT-I.154,142,yoga-bastiH,Course of eight therapeutic enemas,a form of therapeutic enema wherein a course of eight enema which includes five anuv?sana-basti and three nir?ha- basti are administered in a particular sequence,
156,156,SAT-I.155,142,uttara-bastiH,basti administered through vaginal or urethral route,procedure in which medicated oil/ghee/decoction is administered through vaginal or urethral route,
157,157,SAT-I.156,139,nasyam/ nastam,medication through nasal route,procedure in which the medicine either in liquid form or in powder form is administered through the nose,
158,158,SAT-I.157,157,nAvanam,medication of unctuous substance through nose,type of�nasyam in which�the drops of medicated unctuous substance are used for�nasyam,
159,159,SAT-I.158,157,Sirovirecanam,medication through nose for cleansing or errhine,literally means cleaning of the head; a kind of nasyam therapy which eliminates the morbid factors out of the head region,
160,160,SAT-I.159,157,marSaH,high dose medication through nasal route,kind of nasya therapy in which medicines mainly having the oil base is instilled in the nose in a comparatively higher dose,
161,161,SAT-I.160,157,pratimarSaH,low dose medication through nasal route,kind of nasya therapy in which medicines mainly having the oil base is instilled in the nose in a lower dose,
162,162,SAT-I.161,157,avapIDanam,nasya  therapy by expressed juice from paste,therapeutic instillation of juice expressed from kalka�(paste) of a drug into nostril,
163,163,SAT-I.162,157,pradhamanam/ dhmApanam,nasya therapy by medicated powder insufflation,nasya�in which medicated powder is puffed into the nostrils,
164,164,SAT-I.163,157,dhUmanasyam,nasyam therapy using medicated smoke,nasya in which medicated smoke is puffed up into the nostrils,
165,165,SAT-I.164,157,recananasyam,cleansing type of nasya therapy,nasya therapy which eliminates the morbid factors out of the head region,
166,166,SAT-I.165,157,bRuMhaNanasyam,nourishing nasya therapy,nasya therapy with primary aim of nourishment,
167,167,SAT-I.166,157,Samananasyam,nasyam therapy having pacifying effect,nasya therapy which help in treatment by pacifying the morbid do?a,
168,168,SAT-I.167,139,SuddhiH,cleansing,the term signifies internal and external purifications,
169,169,SAT-I.168,168,uttama-SuddhiH,adequete cleansing,achievement of the adequate degree of evacuation of�do?a� during�?odhana,
170,170,SAT-I.169,168,madhyama-SuddhiH,moderate cleansing,achievement of the moderate degree of evacuation of�do?a� during�?odhana,
171,171,SAT-I.170,168,avara/hIna-SuddhiH,mild/less cleansing,achievement of the mild/less degree of evacuation of�do?a during�?odhana �,
172,172,SAT-I.171,78,paScAt-karma,post -therapy procedures,procedures which are adviced after major therapeutic procedure in order to make person return to normalcy,
173,173,SAT-I.172,172,saMsarjana-kramaH,post therapy dietetic regimen for revival,dietary regimn for restoration of agni after shodhana,
174,174,SAT-I.173,172,parihAra-kAlaH,period of therapeutic restrictions,definite period in which certain regimens are required e.g. after pa�cakarma procedures some regimens are required to bring back the body constituents in normalcy,
175,175,SAT-I.174,4,daivI-cikitsA,divine therapy,one among four categories of medicines described in� atharvaveda,
176,176,SAT-I.175,175,A~ggirasI,treatments relating to sage A?giras,one among four categories of medicines described in� atharvaveda,
177,177,SAT-I.176,175,AtharvaNI,treatments relating to sage Atharvan,one among four categories of medicines described in� atharvaveda,
178,178,SAT-I.177,175,mAnuShI-cikitsA,humane therapy,one among four categories of medicines described in� atharvaveda,
179,179,SAT-I.178,4,satvAvajaya-cikitsA,subjugation of mind/ counselling,the treatment done by psychotherapy and counseling by which the mind is made to restrain itself from wrong preoccupations,
180,180,SAT-I.179,179,ahiteByo&rtheByo manonigraha,restricting the mind from desire for unwholesomeness,the main focus of�satv?vajaya-cikits? regarding restraining oneself from unwholesomeness,
181,181,SAT-I.180,1,kumAratantram/ kaumAraBRutyam/ bAla-tantram/ bAlacikitsA,pediatrics,"one among the eight branches of�?yurveda which deals with neonatal, child care and maternal ante natal and post natal care and certain aspects of obstetrics",
182,182,SAT-I.181,181,kumArAgAram,child abode / nursery,"a specially constructed abode in accord to seasonal comfort, for the child equipped with well-defined division for the water source, urinal, lavatory, bathroom, kitchen etc.",
183,183,SAT-I.182,181,dhAtrI,wet nurse,"a lady who is feeding a child is called as dh?tri, she may be the child's mother or an appointed lady for that work",
184,184,SAT-I.183,181,bAlaH,child,the term signifies child up to the age of one year or up to 16 years used in different context,
185,185,SAT-I.184,181,SiSuH,baby,"this term is used for the baby who spent most of the time in sleeping, term generally used upto 1 year of age",
186,186,SAT-I.185,181,kShIrAdaH/ dugdhASI,child dependant on breastmilk alone,a child dependent on milk,
187,187,SAT-I.186,181,dugdhAnnASI/ kShIrAnnAdaH,child on a diet of both breastmilk and solid food,child who is consuming milk and food (anna),
188,188,SAT-I.187,181,annAdaH/ annASI,child who takes normal diet,child who start taking normal food,
189,189,SAT-I.188,181,kumAraH,child,routinely used for child between the ages one to sixteen years and signifies immaturity of dhatu,
190,190,SAT-I.189,181,sadyojAtaH/ jAtamAtraH,just born baby,neonate soon after birth,
191,191,SAT-I.190,181,navajAtaH,neonate,neonatal age,
192,192,SAT-I.191,181,sadyojAta-SiSu-paricaryA,management of the newborn,various procedures done for the baby soon after birth,
193,193,SAT-I.192,181,prANapratyAgamanam,resuscitation,measures to revive the baby soon after birth,
194,194,SAT-I.193,181,aSmanoH saMGaTaTnaM karNayormUle,making noice by hitting of stones near ear,one among the steps in neonatal resusication where sound stimulus is provided by the sound produced by hitting of stones together near the ears of baby,
195,195,SAT-I.194,181,SItodaka/uShNodaka muKapariShekaH,sprinkling of face with cold or luke warm water,one among the steps in neonatal resusication where tactile sensation is stimulated by sprinkling of luke warm or cold water as per season,
196,196,SAT-I.195,181,kRuShNakapAlikaSUrpeNa aBiniShpuNanam,fanning by winnowing baskets made of black potsherd,one among the steps in care of newborn,
197,197,SAT-I.196,181,oShTha-kaNTha-jihvA-pramArjanam,"clearing of lips, buccal cavity and throat","one among the steps in neonatal resusication where the lips, mouth and throat of the baby is cleared of mucous",
198,198,SAT-I.197,181,nABikalpana-vidhiH,techinque of cutting of umbilical cord,standardized techinque for cutting of umbilical cord,
199,199,SAT-I.198,181,jAtakarma,birth - rites of the newborn,various birth rites done for a new born baby,
200,200,SAT-I.199,181,rakShAkarma,protective measures for the newborn,the different measures adopted to ensure the protection of new born,
201,201,SAT-I.200,181,nABinAla-patanam,falling of umbilical cord,falling of residual umbilical cord after 5th day or so,
202,202,SAT-I.201,181,bAla-saMskAraH,ceremonies performed at various stages of life of the child,ceremonies performed at various stages life of a child indicative of the major milestones of life,
203,203,SAT-I.202,202,jAtakarma-saMskAraH,birth ceremony,"one of the rituals performed just after birth, for the purpose of promotion of intellect, longevity and strength or for gut priming",
204,204,SAT-I.203,202,nAmakaraNa-saMskAraH,naming ceremony,naming ceremony usually done after 10th day or so,
205,205,SAT-I.204,202,dolASayana-saMskAraH,cradle ceremony,ceremony in which child is made to lie down in a cradle for the first time,
206,206,SAT-I.205,202,sUryacandradarSana-saMskAraH,showing of sun and moon to the child,ceremony in which the child is exposed to the sun and moon for the first time,
207,207,SAT-I.206,202,niShkrAmaNa-saMskAraH,outing ceremony,"ritual performed in 4th month, wherein the child is taken out, first time, from the�kum?r?g?ra� (child care room)",
208,208,SAT-I.207,202,upaveSana-saMskAraH,seating ceremony,ritual wherein the sitting is initiated and usually done at 5th or 6th month of age,
209,209,SAT-I.208,202,PalaprASana-saMskAraH,fruit feeding ceremony,stage before annaprashana where the child is initiated with fruit diet before cereal based diet,
