Sr No.,t_id,Code,parent_id,Word,Short Defination,Long Defination,reference
35,35,SAT-A.34,29,anekAntaH,other possibilities,agreement to various diverse opinions at the same time; without confirmation,
36,36,SAT-A.35,29,apadeSaH,a statement of specific reasoning,statements which point out the definite cause for an effect and that such a cause as indispensable,
37,37,SAT-A.36,29,apavargaH,a statement of exception,"statements which indicate or include an exception to a general rule; final beatitude, the final deliverance of the soul from bondage of matter",
38,38,SAT-A.37,29,arthApattiH,implied meaning,presumption; statements made in such a manner which gives room for inferences of a different meaning,
39,39,SAT-A.38,29,uddeSaH,concise statement,concise statement; statements briefly enunciating a theme or an object,
40,40,SAT-A.39,29,uddhAraH,refutation by pointing lacunae,statements which are reaffirmed after refuting the views of others,
41,41,SAT-A.40,29,upadeSaH,authoritative instructions,authoritative instructions; statements of enlightened persons which are in the form of advice or injunction,
42,42,SAT-A.41,29,Uhyam,analytical thinking of mind leading to decision; a kind of speculation; entity of mind (manas),deduction; such meaning which are to be reasoned out or guessed from the statement by one's own intelligence,
43,43,SAT-A.42,29,ekAntaH,exclusiveness,"statements which are absolute, not differing from context to context and could not be modified.",
44,44,SAT-A.43,29,nidarSanam,explanation with example(s),an illustrative statement which explains a subject matter with the help of an example understandable to common man,
45,45,SAT-A.44,29,niyogaH/ sanniyogaH,definite execution of appropriate action,injunction; statements in the form of command or orders which are to be followed strictly without doubt or discussion,
46,46,SAT-A.45,29,nirNayaH,decision,"decisive statements which establish a conclusion, settlement of a subject after detailed consideration of all relevant and related facts",
47,47,SAT-A.46,29,nirdeSaH,detailed description,statements which elaborate a theme briefly said with a detail of description,
48,48,SAT-A.47,29,nirvacanam,definition,specific description with such example which could be understood only by experts,
49,49,SAT-A.48,29,pUrvapakShaH,opinion of the first opponent,initial submission to be counter argued,
50,50,SAT-A.49,29,pratyutsAraH,negation of arguments of the opponent,statements which deny a certain opinion and objects the other's views,
51,51,SAT-A.50,29,pradeSaH,partial description,"partial or brief description of a topic but not fully elaborated there, for risk of going out of context in view of vast detail and referred to other places in the text of details; description of a part of the  elaborative subject; contextual application",
52,52,SAT-A.51,29,prayojanam,objective,"statements which specifies the main idea, chief purpose of a particular science or method; objective for which the actions are initiated or for which various measured are adopted",
53,53,SAT-A.52,29,prasa~ggaH,"context, occasion, event",repetition of statements when another occasion demands; repetitive statement due to contextual significance,
54,54,SAT-A.53,29,yogaH,"union, compounding, formation of a sentence (syntax)",arrangement or orderly collection; arrangement of sentences by putting the different word and clauses in proper order so as to obtain the correct meaning,
55,55,SAT-A.54,29,vAkyaSeShaH,supply of ellipsis,"statements wherein some word(s) are found missing, which has to be supplied or supplemented appropriately to get the exact meaning of a sentence in that context",
56,56,SAT-A.55,29,vikalpanam,option,statement(s) which do not fix a rule rigidly but give option for a suitable variant,
57,57,SAT-A.56,29,vidhAnam,"systematic, consecutive presentation","right interpretation; statements for proper arrangement of subject, views in an orderly manner",
58,58,SAT-A.57,29,viparyayaH,antonym,consideration of the opposite of what is expressed,
59,59,SAT-A.58,29,vyAKyAnam,lucid explanation,statements which elaborate a subject matter in detailed,
60,60,SAT-A.59,29,saMSayaH,inconclusive statements,indefinite statements which leave doubt as to the final and correct opinion,
61,61,SAT-A.60,29,samuccayaH,group statement,"words, sentence or paragraphs where in a multitude of things possessing some common property are grouped together and enumerated",
62,62,SAT-A.61,29,samBavaH,"possibility, statement showing source of origin",statement showing source of origin,
63,63,SAT-A.62,29,svasa~jj~jA,technical terminology,the meaning of certain words which are peculiar to any science wherein they are used in a different sense other than their usual popular meaning.,
64,64,SAT-A.63,29,hetvarthaH,extension of reasoning from elsewhere,application of knowledge of one phenomenon happening elsewhere or the extension of a principle enunciated at one place to many other places,
65,65,SAT-A.64,25,vAdamArgaH,rules for debate,technical rules for argument or debate,
66,66,SAT-A.65,65,atItakAlam,failure to make a submission at appropriate moment,"when the matter which actually to be said earlier but is said later, and because of delayed presentation become unacceptable",
67,67,SAT-A.66,65,ananuyojyam,unquestionable statement,the statement which does not leave any scope for further questioning,
68,68,SAT-A.67,65,anuyogaH,asking for reason,"enquire something relating to a scripture or a part, a question or a part with a view to testing the knowledge, power of comprehension and expression and capacity to reply to the later",
69,69,SAT-A.68,65,anuyojyam,defective statement requiring questioning,the statement which is beset with defects of speech and which requires clarification.,
70,70,SAT-A.69,65,aByanuj~jA,acceptance of situation as it is,accepting of desired as well as undesired situations,
71,71,SAT-A.70,65,arthaprAptiH,implied meaning,unsaid idea conveyed by the said one,
72,72,SAT-A.71,65,arthAntaram,irrelevant statement,statement which is not relevant to the context,
73,73,SAT-A.72,65,uttaram,rejoinder,reply,
74,74,SAT-A.73,65,upanayaH,confirmation of the fact by logical statement which brings the conclusion,step of discussion and interpretation of hypothesis which bring the argument nearer to the truth which is one of the five steps of establishing statement,
75,75,SAT-A.74,65,upAlamBaH,condemnation of reasoning,censure or reproach; the loop-holing of another's reasons with regard to fallacies and invalid reasoning,
76,76,SAT-A.75,65,CalaH,deceit,fraudulent or delusive statements and unmeaning verbosity,
77,77,SAT-A.76,65,jalpaH,"positive discourse, relevant talk, argument",to argue and defend one's own view in a debate,
78,78,SAT-A.77,65,jij~jAsA,inquisitiveness,inquiry or investigation to explore something,
79,79,SAT-A.78,65,tadvidyasamBAShA,scientific discussion,discussion with learned person,
80,80,SAT-A.79,65,nigamanam,deduction,deduction or conclusive statement; step of inference for re-establishment of truth,
81,81,SAT-A.80,65,nigrahasthAnam,stage of defeat,loopholes of a competitor by which opponent can be defeated in a discussion,
82,82,SAT-A.81,65,parihAraH,"refutation; giving up, abstinence, avoidance",correcting the defects pointed out in respect of a previous statement,
83,83,SAT-A.82,65,pratij~jA,proposition,the statement that has to be proved; the first step of inference and establishment of truth,
84,84,SAT-A.83,65,pratij~jAhAniH,giving up a proposition or argument,shift from the original stand; contradiction of one's own statement being attacked by opponent,
85,85,SAT-A.84,65,pratiShThApanA,establishing own hypothesis by logically refuting the hypothetical statement of the opponent,giving a contrary meaning to a given proposition,
86,86,SAT-A.85,65,pratyanuyogaH,interrogation,question upon question; cross-examination; leading question(s),
87,87,SAT-A.86,65,vAkyadoShaH,syntactical defects,a statement with deficiency in any of the five constituents of a sentence and does not convey the proper and complete meaning,
88,88,SAT-A.87,65,vAkyapraSaMsA,syntactical excellence,the statement is free from any syntactical impurity and express the exact meaning of the sentence,
89,89,SAT-A.88,65,vitaNDA,hostile debate,vehemently refuting other's views without considering them,
90,90,SAT-A.89,65,vyavasAyaH,methodology for assertion,the process by which ascertainment is made,
91,91,SAT-A.90,65,sthApanA,proving the hypothesis,"justifying a proposition on the basis of reasons, instance, and conclusion",
92,92,SAT-A.91,65,hetvantaram,irrelevant reasoning,fallacy of reason: Giving of an irrelevant reasoning instead of relevant reasoning,
93,93,SAT-A.92,2,siddhAntaH,"principle, fundamental truth, scientific theorem",a demonstrated truth established after repeated examinations and reasoning by scientists,
94,94,SAT-A.93,93,sAmAnya-viSeSha-siddhAntaH,theory of increase by similar and decrease by dissimilar,An applied principle of�?yurveda�which is used for maintaining the equilibrium of the body constituent which states that similarity causes increase and dissimilarity causes decrease,
95,95,SAT-A.94,93,sarvatantrasiddhAntaH,common theory for all school of thought/scripture/ branches of science,common theory accepted by school of thought or branches of science,
96,96,SAT-A.95,93,pratitantrasiddhAntaH,theory particular to a specific school of thought/scripture/ branch of science,the particular doctrine made by some school of thought or science and not accepted by other science,
97,97,SAT-A.96,2,ShaD-darSanam,six primary schools of philosophy,"six primary schools of philosophy which serve as the theoretical basis of�?yurveda�viz., �sa?khya,�ny?ya,�vai?e?ika,�p?rvam?m??sa,�uttaram?m??sa",
98,98,SAT-A.97,97,sAMKyaH,philosophy of numerical counting,"the philosophy promulgated by mahar?i Kapila, dealing enumeration of basic constituents of the universe; a philosophy to declare the truth properly",
99,99,SAT-A.98,97,nyAyaH,philosophy of epistemology,the branch of philosophy promulgated by mahar?i Goutama dealing with epistemology.,
100,100,SAT-A.99,97,yogaH,philosophy deals with union of the soul and the supreme,the branch of philosophy promulgated by�mahar?i�Pata?jali�dealing with union of the soul and the supreme.,
101,101,SAT-A.100,2,vaiSeShikaH,philosophy for knowledge of specific features,the branch of philosophy promulgated by�mahar?i� Ka??da�dealing with the study of objects of knowledge,
102,102,SAT-A.101,2,pUrvamImAMsA,philosophy for performance of vedic rituals,the branch of philosophy promulgated by�mahar?i�Jaimini dealing with performance of vedic rituals,
103,103,SAT-A.102,2,uttaramImAMsA,philosophy for knowledge part of Veda which are known as  Upanishad,the branch of philosophy promulgated by�mahar?i� Vedavy?sa dealing with knowledge  part of Veda known as  Upanishad.,
104,104,SAT-A.103,2,vAdaH,doctrine,"thesis, proposition, argument, doctrine",
105,105,SAT-A.104,104,satkAryavAdaH,the doctrine which states that the effect is existent in its cause before production,"the doctrine which proposes that, the effect is always resides in cause even before its manifestation",
106,106,SAT-A.105,104,asatkAryavAdaH,the doctrine which states that the effect is non-existent in its cause before production,"the doctrine which proposes that, the effect is not present in the cause",
107,107,SAT-A.106,104,anekAntavAdaH,theory of uncertainty,concepts in which invariable causes are given for one effect,
108,108,SAT-A.107,104,AramBavAdaH,theory of spontaneous/ unprompted origin of the universe,"the doctrine which proposes that, effect is produced sequentially after the sequential destruction of the cause",
109,109,SAT-A.108,104,kShaNaBa~gguravAdaH,theory of continuous decaying,"the doctrine which proposes that, nothing is stable or permanent and everything's undergoes through continuous process of decaying",
110,110,SAT-A.109,104,vivartavAdaH,theory of 'Brahman' as the only truth,"the doctrine of the�Ved?nta�philosophy which proposes that,�'Brahman' is the only truth and the rest is illusion",
111,111,SAT-A.110,104,svaBAvoparamavAdaH,theory of inevitable natural destruction,the doctrine of the buddhism which believes that natural destruction is inevitable to everything,
112,112,SAT-A.111,104,pariNAmavAdaH,theory of transformation,doctrine of transformation which states that all the substances get changes continuously,
113,113,SAT-A.112,104,piTharapAkavAdaH,concept of physical changes,the doctrine which explains about the transformation at physical plane,
114,114,SAT-A.113,104,pIlupAkavAdaH,concept of molecular changes,the doctrine which explains about the transformation at molecular level,
115,115,SAT-A.114,2,prameyaH,object of knowledge,object of perceptible knowledge,
116,116,SAT-A.115,115,padArthaH,knowable objects,"entities which exists (astitvam), are knowable (j�eyatva?), and are denoted with a name (abhidheya); the meaning of a word or group of word",
117,117,SAT-A.116,116,ShaT-padArthAH,the six knowable objects,the six knowable objects which are 1.�S?m?nya �2. Vi?e?a� 3. Gu?a� 4. Dravya  5. Karma�and 6. Samav?ya,
118,118,SAT-A.117,117,sAmAnya/tulyArthatA,similarity/generality,"1. the attribute which always adds-up/ increases 2. that is which establishes unity 3. an attribute that is having a similar motive (tuly?rthata); 4. one that is eternal, one in number and resides in various places.",
119,119,SAT-A.118,118,dravya-sAmAnyam,similarity at the level of substance,"similar substances e.g. human flesh having similarities with animal flesh, and which can nourish muscle tissue.",
120,120,SAT-A.119,118,guNa-sAmAnyam,similarity at the level of qualities,similarity between qualities e.g. seminal tissue (?ukra) and milk have similar qualities,
121,121,SAT-A.120,118,karma-sAmAnyam,similarity at the level of action,"action adding up to increase of certain entity e.g., sleep increasing�kaphado?a",
122,122,SAT-A.121,2,viSeShaH,dissimilarity; particularity,"attribute that causes depletion/decrease (hr?sahetu); that causes diversity (p?thaktva) opposite to that of similarity (s?m?nya); the one, which resides in eternal�draya�and differentiates one from the other",
123,123,SAT-A.122,122,dravya-viSeShaH,dissimilarity at the level of substance,a substance which on consumption/ usage can deplete particular substance,
124,124,SAT-A.123,122,guNa-viSeShaH,dissimilarity at the level of qualities,"qualities acting opposite to each other resulting in depletion of one of them e.g.,�v?ta�getting pacified with usage of sesame oil by virtue of its opposite qualities",
125,125,SAT-A.124,122,karma-viSeShaH,dissimilarity at the level of action,"an activity which causes depletion/ reduction e.g. physical exercise reducing�kaphado?a, which otherwise is increased with inactivity",
126,126,SAT-A.125,2,guNaH,attribute/ property,"quality of a substance; it is an inseparable entity with substance (dravya);�gu?a�is devoid of any action on its own, however�gu?a�is responsible for action through�dravya",
127,127,SAT-A.126,126,triguNAH/mahAguNaH,three primary attributes,"three chief principle attributes; indicative of three mental attributes (sattva,�rajas�and�tamas)",
128,128,SAT-A.127,127,sattvam,purity or goodness,"one among the three qualities (sattva, rajas and tamas) which is characterized by lightness, knowledge and enlightenment",
129,129,SAT-A.128,127,rajaH,passion,"one among the three qualities (sattva, rajas and tamas) which is characterized by activity, initiation, action and attachment",
130,130,SAT-A.129,127,tamaH,"delusion, ignorance","one among the three qualities (sattva, rajas and tamas) which is characterized by darkness and ignorance",
131,131,SAT-A.130,2,sArthaguNaH/vaiSeShika-guNaH,objects of cognition,objects of sensory perception,
132,132,SAT-A.131,131,gandhaH,smell,elemental character responsible for smell of a substance; trait of�p?thvimah?bh?ta,
133,133,SAT-A.132,131,rasaH,taste,elemental character responsible for taste of a substance; trait of�jalamah?bh?ta,
134,134,SAT-A.133,131,rUpaH,appearance/ visual form,elemental character responsible for perceivable form by sight; trait of�agnimah?bh?ta,
135,135,SAT-A.134,131,varNaH,colour,1. colour 2. complexion; trait of�agniamah?bh?ta,
136,136,SAT-A.135,131,sparSaH,touch,elemental character responsible for touch an substance; trait of�vayumah?bh?ta,
137,137,SAT-A.136,131,SabdaH,sound,"elemental character responsible for sound, word; trait of�?k??amah?bh?ta; also denotes authoritative text (?gama)",
138,138,SAT-A.137,2,SArIra-guNAH/gurvAdi-guNAH,physical attributes,properties of substances that relates with the body; extensively used for the selection/ preparing formulae and employing successfully,
139,139,SAT-A.138,138,guruH,heaviness,the quality of a substance which is responsible for nourishment (b??ha?a) e.g. black gram (m??a),
140,140,SAT-A.139,138,laGuH,lightness,"the quality of a substance which promotes lightness and decreases the bulk of the body e.g., green gram (mudga)",
141,141,SAT-A.140,138,mandaH,mildness/slowness,"the quality of a substance which is responsible for the slow activity or delayed response e.g.�gu??ci,�?malaki",
142,142,SAT-A.141,138,tIkShNaH,sharpness,"the quality of a substance which is responsible for quick activity e.g.�bhall?taka,�marica,�dant?",
143,143,SAT-A.142,138,SItaH,coldness,"the quality of a substance which is responsible for promoting coldness, promotes stiffness (sta?bhana) and acts as styptic or astringent e.g.,�u??ra,�candana",
144,144,SAT-A.143,138,uShNaH,hotness,"the quality of a substance which is responsible for promoting sweating, softening/ ripening (p?ka) e.g.�citraka,�cavya",
145,145,SAT-A.144,138,snigdhaH,sliminess/unctuousness,"the quality of a substance which is responsible for imparting smoothness, moisture and oily nature to the body e.g.�gh?ta",
146,146,SAT-A.145,138,rUkShaH,dryness,the quality of a substance which is responsible for dryness or which results in absorption of moisture.,
147,147,SAT-A.146,138,SlakShNaH,slippery/ smoothness,"the quality of a substance which is responsible for wound healing e.g.�haridr?,�abhraka",
148,148,SAT-A.147,138,KaraH,roughness,"the quality of a substance which is responsible for reducing corpulence e.g.�vac?,�?ilajatu",
149,149,SAT-A.148,138,sAndraH,thickness/ density/ viscidity,the quality of a substance which is responsible for gratifying/ satisfying effect.,
150,150,SAT-A.149,138,dravaH,fluidity,the quality of a substance which is responsible for stirring up/ churning (vilo?ana) and moistening,
151,151,SAT-A.150,138,mRuduH,softness/ mildness,"the quality of a substance which is responsible for bringing about softness or fragility e.g.�godhuma,� era?dataila,�ya??himadhu",
152,152,SAT-A.151,138,kaThinaH,hardness,"the quality of a substance which is responsible for firmness/ hardness e.g.�a?vagandha,�?at?var?,�prav?la",
153,153,SAT-A.152,138,sUkShmaH,minuteness/penetrating,"the quality of a substance which is responsible for spreading out/ penetration e.g.�madhu, saindhava etc.",
154,154,SAT-A.153,138,sthUlaH,grossness/bulkiness,"the quality of a substance which is responsible for closure/ concealment, bulkiness e.g. curd (dadhi)",
155,155,SAT-A.154,138,sthiraH,stability/immobility,"the quality of a substance which is responsible for concentration/ immobility/ strength to the body and especially to hair, moustache, bones, nails, teeth etc. e.g. bal?, atibal?, godh?ma",
156,156,SAT-A.155,138,saraH/ calaH,instability/mobility,"the quality of a substance which is responsible for movement/ stimulation (prera?a), normal movements such as peristalis",
157,157,SAT-A.156,138,viSadaH,conspicuousness,"the quality of a substance which is responsible for cleaning and help tissues free from vitiated substances e.g.�ni?ba,� m??sarohi?i",
158,158,SAT-A.157,138,picCilaH,sliminess,"the quality of a substance which is responsible for coating effect over the tissues eg. kum?r?, mocarasa",
159,159,SAT-A.158,2,AtmaguNaH,attributes/ property of atma,"attributes of soul (?tma) viz.,�buddhi (intelligence),�sukha (pleasure),�du?kha (sorrow),�icch? (desire,�dve?a (aversion) and�prayatna (initiation)",
160,160,SAT-A.159,159,buddhiH,intelligence,"the power of forming and retaining conceptions and general notions, intelligence, reason, intellect, discernment, judgment",
161,161,SAT-A.160,159,suKam,pleasure,"favourable perception including happiness, delight, joy, pleasure",
162,162,SAT-A.161,159,duHKam,sorrow,"unfavourable perception including unhappiness, sorrow, grief",
163,163,SAT-A.162,159,icCA,desire,desired attributes produced from seeking of pleasure,
164,164,SAT-A.163,159,dveShaH,aversion,aversion - one among the suppressible urges,
165,165,SAT-A.164,159,prayatnaH,initiation,the quality through which stimulus for useful activity is obtained,
166,166,SAT-A.165,2,parAdiguNaH,qualities beginning with paratva,group of ten properties commencing with paratva; often used in for analytical purposes and decision making,
167,167,SAT-A.166,166,paratvam,relatively superior,priority or superiority of a substance over the other innumerable substances,
168,168,SAT-A.167,166,aparatvam,relatively inferior,inferiority of substance over the other innumerable substances,
169,169,SAT-A.168,166,saMKyA,number/enumeration/count,the quality which enables us to quantify/ calculate,
170,170,SAT-A.169,166,saMyogaH,combination,combination of two or more than two substances,
171,171,SAT-A.170,166,viBAgaH,division,division of a particular substance,
172,172,SAT-A.171,166,pRuthaktvam,separation or exclusion; particularity,the quality by which one substance is differentiated or separated from the other,
173,173,SAT-A.172,166,parimANaH,quantity/ measurement,the quality by which measurement of various substances is possible,
174,174,SAT-A.173,166,yuktiH,logical management,an activity as per plan/ scheme by logic i.e. rational plan,
175,175,SAT-A.174,166,saMskAraH,alter/transform,the process through which some change/ transformation is brought to the original properties of any substance,
176,176,SAT-A.175,166,aByAsaH,practice,getting used to/ repetitive action leading to development of a habit,
177,177,SAT-A.176,2,dravyam,substance,an entity encompassing the attributes of quality and action,
178,178,SAT-A.177,177,kAraNadravyam,causative substances,elementary substances that are said to be the cause of manifestation of all other substances; nine in number,
179,179,SAT-A.178,178,mUrtadravya-paramANuH,substances having form,"perceptible substances; tangible source substances; also denoted by: settled into any fixed shape, formed, substantial, material, embodied, incarnate",
180,180,SAT-A.179,179,pRuthvI,earth element,an entity which is responsible for hardness,
181,181,SAT-A.180,179,jalam,water element,an entity which is responsible for fluidity,
182,182,SAT-A.181,179,tejaH,fire element,an entity which is responsible for heat,
183,183,SAT-A.182,179,vAyuH,air element,an entity which is responsible for movement,
184,184,SAT-A.183,179,manaH,"mind, psyche",the faculty through which  indriya (cognitive organs) connect with the ?tman (soul),
185,185,SAT-A.184,184,antaHkaraNam,internal sense faculties,internal system of perception and cognition; it is inclusive of�manas (mind); buddhi (intelligence);� indriya (cognitive organs);� aha?k?ra (ego),
186,186,SAT-A.185,184,cetaH,consciousness,"synonym of mind, denotes consciousness",
187,187,SAT-A.186,184,mano guNaH/svarUpam,features of mind,"the features of�manas (mind) viz.,�a?utva: (minuteness);�ekatva (oneness)",
188,188,SAT-A.187,187,aNutva,minuteness,having dimension of a�param??u�i.e. minute entity,
189,189,SAT-A.188,187,ekatva,oneness,being only one in number i.e. there is no possibility of any other entity which functions like manas in the body,
190,190,SAT-A.189,184,mano&rthaH,activities of mind,"the functions of mind viz., thought, analysis, contemplation, mediation and volition",
191,191,SAT-A.190,190,cintyaH,that which is thought upon,it is the consideration about worth doing or otherwise,
192,192,SAT-A.191,190,vicAryaH,that which is analyzed,it is a critical analysis with reasoning about happening or non-happening,
193,193,SAT-A.192,190,UhyaH,that which is contemplated upon,it is a process of proposing possible deduction after analysis,
194,194,SAT-A.193,190,dhyeyaH,that which is meditated/pondered upon,an objective to be pondered over,
195,195,SAT-A.194,190,sa~gkalpaH,to intend/ volition,developing a dogmatic attitude; a goal determined with its merits and demerits,
196,196,SAT-A.195,184,mAnasika-BAvaH,psychological/mental attributes,,
197,197,SAT-A.196,196,dhIH,understanding,denotes understanding; intelligence; wisdom,
198,198,SAT-A.197,196,dhRutiH,retaining power of mind,"power of retention/ resolution; stable, controlling intellect",
199,199,SAT-A.198,196,smRutiH,memory/ reminiscence/ recollection,"rembrance of the things directly perceived, heard (scriptures) or explained earlier. It is the result from a particular conjunction between the soul and mind and also from impression.",
200,200,SAT-A.199,196,ShaDripuH,six inner foes or faults,"six mental attributes that lead to bondage of the soul viz., desire, anger, greed, delusion arrogance and jealousy",
201,201,SAT-A.200,200,kAmaH,desire,desire or of love or of pleasure; also one among the four� puru??rtha (goals of life),
202,202,SAT-A.201,200,krodhaH,anger,"also denoted by wrath, passion",
203,203,SAT-A.202,200,loBaH,greed,insatiable desire for having something; excessive desire to acquire more than need,
204,204,SAT-A.203,200,mohaH,delusion,confused state of mind that doesn't lead to correct perception,
205,205,SAT-A.204,200,madaH,arrogance,state of being emotionally aroused and worked up,
206,206,SAT-A.205,200,mAtsaryam,jealousy,intolerance to the good of others/negative competitiveness,
207,207,SAT-A.206,200,aha~gkAraH,"pride, haughtiness; self-consciousness","denotes the negative roll of pride, haughtiness; also one of the principles of the evolution in the sense of conception of one's individuality, self-consciousness",
208,208,SAT-A.207,200,damaH,self restraint,"also denoted by: self-command, self-control",
209,209,SAT-A.208,200,BaktiH,devotion; natural inclination,"a natural inclination or fondness for something; that which belongs to or is contained in anything else, an attribute",
210,210,SAT-A.209,200,lajjA,shame,"also denoted by: modesty, bashfulness, embarrassment",
211,211,SAT-A.210,200,vinayaH,humility,"also denoted by: propriety of conduct, decency, modesty, mildness",
212,212,SAT-A.211,200,vivekaH,discriminatory wisdom,the faculty of distinguishing and classifying things according to their absolute properties,
213,213,SAT-A.212,200,SokaH,grief/sorrow/misery,a state of ill-being due to loss of children or affliction or misfortune,
214,214,SAT-A.213,200,sammohaH,illusion,"also denoted by: deluding, infatuating, leading astray",
215,215,SAT-A.214,200,aloBaH,freedom from infatuation,"also denoted by: freedom from perplexity, confusion",
216,216,SAT-A.215,200,darpaH,pride,"also denoted by: arrogance, haughtiness, insolence, conceit",
217,217,SAT-A.216,178,amUrtadravyam,not having form/all pervading,"not settled into any fixed shape, form, substance or material",
218,218,SAT-A.217,217,AkASaH,ether/space element,an attribute of a substance characterised by non-obstruction.,
219,219,SAT-A.218,217,AtmA,soul,"soul or spirit: principle of life and sensation, the individual self; the only conscious element in the human body",
220,220,SAT-A.219,219,BUtAtmA,individual soul,the soul in association with the living body,
221,221,SAT-A.220,219,jIvaH,living being/soul,living being,
222,222,SAT-A.221,219,j~jaH,perceiver of knowledge,perceiver of knowledge: soul,
223,223,SAT-A.222,219,kartA,"subject, person",in this context it denotes soul,
224,224,SAT-A.223,219,sAkShI,witness to all actions,"?tma�does not actively participate in any action, it merely performs the duty of a witness",
225,225,SAT-A.224,219,AdhyAtmika,relating to self,relating to self or to the soul,
226,226,SAT-A.225,219,ativAhika-SarIram/ sUkShma-SarIram/ li~gga-SarIram,subtle body,"the subtle body which consist of manas: mind, indriya: organs and atma: soul, devoid of gross body; causal body; subtle body",
